Gender,Age,Education Level,IT Student,Location,Financial Condition,Internet Type,Network Type,Class Duration,Device,Adaptivity Level
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,No,Mid,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,03-06,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,03-06,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Computer,Moderate
Girl,16-20,College,No,No,Mid,Mobile Data,3G,03-06,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Rich,Wifi,3G,01-03,Mobile,High
Girl,16-20,College,No,No,Poor,Mobile Data,4G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Boy,06-10,School,No,Yes,Rich,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,No,Mid,Mobile Data,3G,01-03,Mobile,Low
Boy,16-20,College,No,No,Mid,Mobile Data,3G,01-03,Mobile,Low
Boy,16-20,College,Yes,No,Mid,Mobile Data,4G,0,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,16-20,School,No,Yes,Poor,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,Yes,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Poor,Wifi,4G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Mobile,Moderate
Girl,06-10,School,No,Yes,Rich,Wifi,4G,01-03,Mobile,High
Boy,06-10,School,No,Yes,Mid,Mobile Data,4G,0,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,3G,03-06,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Mobile,Moderate
Girl,06-10,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Mobile Data,4G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,06-10,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,High
Girl,11-15,School,No,Yes,Mid,Wifi,3G,01-03,Mobile,Low
Girl,16-20,School,No,Yes,Poor,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,16-20,School,No,No,Poor,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,Yes,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,06-10,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,4G,0,Mobile,Low
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,Yes,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,06-10,School,No,Yes,Mid,Mobile Data,2G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,03-06,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,03-06,Mobile,Moderate
Girl,11-15,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,High
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,No,Poor,Mobile Data,2G,01-03,Mobile,Low
Boy,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,0,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Computer,Moderate
Girl,16-20,College,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,Yes,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Computer,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,06-10,School,No,Yes,Mid,Mobile Data,4G,0,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Computer,Moderate
Girl,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,16-20,School,No,Yes,Poor,Mobile Data,3G,0,Mobile,Low
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Wifi,4G,0,Mobile,Low
Boy,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Rich,Mobile Data,4G,01-03,Mobile,High
Boy,06-10,School,No,Yes,Rich,Wifi,4G,01-03,Mobile,Moderate
Boy,06-10,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,No,Poor,Mobile Data,4G,0,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,16-20,College,Yes,Yes,Mid,Mobile Data,4G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Wifi,3G,01-03,Mobile,Moderate
Boy,16-20,College,Yes,Yes,Mid,Mobile Data,4G,01-03,Mobile,Low
Girl,16-20,School,No,Yes,Poor,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Computer,Moderate
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,11-15,School,Yes,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Wifi,4G,01-03,Mobile,Low
Boy,16-20,School,No,No,Poor,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,4G,0,Mobile,Low
Boy,16-20,College,No,Yes,Poor,Mobile Data,4G,01-03,Mobile,Low
Boy,11-15,School,Yes,Yes,Poor,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Wifi,3G,01-03,Mobile,Low
Boy,06-10,School,No,Yes,Mid,Mobile Data,4G,0,Mobile,Low
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,High
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,11-15,School,No,No,Poor,Mobile Data,2G,01-03,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,3G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Computer,Moderate
Boy,16-20,School,No,Yes,Rich,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,16-20,School,No,Yes,Poor,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,03-06,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,Yes,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Wifi,3G,01-03,Mobile,Moderate
Girl,16-20,School,No,Yes,Mid,Wifi,4G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,High
Girl,11-15,School,No,Yes,Rich,Wifi,4G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,03-06,Mobile,Moderate
Girl,11-15,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Poor,Wifi,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Mobile,Moderate
Boy,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,Yes,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,06-10,School,No,Yes,Mid,Mobile Data,2G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,4G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,0,Mobile,Low
Boy,11-15,School,No,Yes,Poor,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Computer,Low
Boy,16-20,College,Yes,Yes,Mid,Wifi,4G,01-03,Tab,Moderate
Boy,11-15,School,No,Yes,Rich,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Rich,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,3G,03-06,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Mobile,Moderate
Boy,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,06-10,School,No,Yes,Rich,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Poor,Mobile Data,4G,03-06,Mobile,Moderate
Girl,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,16-20,College,Yes,No,Rich,Wifi,4G,0,Mobile,Low
Boy,16-20,College,Yes,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,06-10,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,High
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,16-20,College,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,Yes,Mid,Wifi,3G,01-03,Mobile,Moderate
Boy,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,06-10,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Girl,11-15,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Low
Boy,16-20,College,No,Yes,Mid,Wifi,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Mobile,High
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Girl,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Computer,Low
Boy,16-20,College,No,Yes,Mid,Wifi,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Boy,16-20,College,No,No,Mid,Mobile Data,3G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,06-10,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Computer,Moderate
Girl,16-20,College,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Computer,Low
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,High
Boy,11-15,School,No,Yes,Poor,Wifi,4G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,4G,03-06,Mobile,Moderate
Girl,16-20,School,No,Yes,Poor,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Rich,Wifi,3G,01-03,Mobile,High
Boy,11-15,School,No,No,Poor,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,No,Poor,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,16-20,College,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Low
Boy,16-20,School,No,No,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Wifi,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Boy,16-20,College,No,No,Poor,Mobile Data,2G,01-03,Mobile,Low
Girl,06-10,School,No,Yes,Rich,Wifi,4G,01-03,Mobile,High
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,11-15,School,No,No,Poor,Mobile Data,2G,01-03,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Boy,16-20,College,No,Yes,Mid,Wifi,4G,03-06,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Mobile Data,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Boy,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,0,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,06-10,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,High
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,4G,01-03,Mobile,Low
Boy,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,Yes,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,16-20,College,No,No,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,03-06,Mobile,Moderate
Boy,11-15,School,No,Yes,Rich,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Low
Boy,16-20,College,No,No,Poor,Mobile Data,2G,01-03,Mobile,Low
Boy,16-20,College,Yes,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,16-20,College,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,16-20,School,No,Yes,Rich,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,16-20,College,Yes,No,Rich,Wifi,4G,0,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,4G,0,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Girl,06-10,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,High
Girl,06-10,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,High
Girl,11-15,School,Yes,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Computer,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,High
Boy,06-10,School,No,Yes,Rich,Wifi,4G,03-06,Mobile,High
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,03-06,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Rich,Mobile Data,4G,01-03,Mobile,High
Boy,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Girl,06-10,School,No,Yes,Rich,Wifi,4G,01-03,Mobile,High
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Low
Girl,11-15,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,Moderate
Boy,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Girl,11-15,School,No,No,Mid,Mobile Data,3G,01-03,Mobile,Low
Boy,16-20,College,Yes,No,Mid,Mobile Data,4G,0,Mobile,Low
Boy,11-15,School,No,Yes,Rich,Mobile Data,3G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,High
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Rich,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,No,Yes,Rich,Mobile Data,3G,01-03,Mobile,Moderate
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Girl,06-10,School,No,Yes,Poor,Mobile Data,3G,01-03,Mobile,High
Boy,11-15,School,No,No,Poor,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,No,Mid,Wifi,4G,01-03,Mobile,Low
Boy,11-15,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,16-20,School,No,Yes,Mid,Wifi,4G,01-03,Mobile,Moderate
Boy,11-15,School,Yes,Yes,Mid,Mobile Data,3G,01-03,Mobile,Moderate
Girl,11-15,School,No,Yes,Mid,Mobile Data,4G,03-06,Mobile,Moderate
Girl,06-10,School,No,No,Mid,Mobile Data,3G,0,Mobile,Low
Girl,16-20,College,No,No,Mid,Mobile Data,4G,01-03,Mobile,Low
